ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
67702,Rnf149,ring finger protein 149,1.044657052,5.777994235,9.043104898,3.89E-07,2.48E-05,6.716764559
16551,Kif11,kinesin family member 11,2.256624799,2.259223521,9.035162018,3.93E-07,2.50E-05,6.895161995
209737,Kif15,kinesin family member 15,2.659108512,1.390506936,8.988545606,4.18E-07,2.63E-05,6.692773603
240754,Lax1,lymphocyte transmembrane adaptor 1,-2.61048945,2.091116336,-9.121915892,4.19E-07,2.63E-05,6.828912117
223989,Marf1,meiosis regulator and mRNA stability 1,-1.197582663,5.965633307,-9.143754182,4.19E-07,2.63E-05,6.653789218
625638,Fam43b,"family with sequence similarity 43, member B",2.236753555,2.048933533,8.983884143,4.20E-07,2.63E-05,6.812282454
12614,Celsr1,"cadherin, EGF LAG seven-pass G-type receptor 1",-1.326297759,4.03534848,-8.959986558,4.34E-07,2.69E-05,6.751366072
11988,Slc7a2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",1.088428577,5.866504585,8.95954119,4.34E-07,2.69E-05,6.599639718
12722,Clca3a1,chloride channel accessory 3A1,1.010602852,6.853376918,8.95159352,4.38E-07,2.70E-05,6.567473908
69237,Gtpbp4,GTP binding protein 4,1.051450902,6.102240328,8.944555084,4.42E-07,2.72E-05,6.567659096
110935,Atp6v1b1,"ATPase, H+ transporting, lysosomal V1 subunit B1",5.29928055,-1.892463273,8.982446528,4.54E-07,2.78E-05,5.508166003
56095,Ftsj3,FtsJ RNA methyltransferase homolog 3 (E. coli),1.133598082,6.020026942,8.920746304,4.57E-07,2.78E-05,6.540253498
319767,Atp10b,"ATPase, class V, type 10B",4.838793744,-2.911868797,8.916087131,4.59E-07,2.78E-05,5.301553181
242700,Ifnlr1,interferon lambda receptor 1,-1.392604422,5.318046686,-9.440192002,4.61E-07,2.78E-05,6.661711279
17754,Map1a,microtubule-associated protein 1 A,-1.555575958,4.318156975,-9.148958034,4.63E-07,2.78E-05,6.699996465
52840,Dbndd2,dysbindin (dystrobrevin binding protein 1) domain containing 2,-1.140657346,5.416203021,-8.904006299,4.67E-07,2.79E-05,6.544017291
16785,Rpsa,ribosomal protein SA,1.125275893,9.01731019,8.901194463,4.68E-07,2.79E-05,6.563323593
192950,Nacad,NAC alpha domain containing,-1.436848037,3.818694583,-8.890267618,4.75E-07,2.82E-05,6.678669629
84004,Mcam,melanoma cell adhesion molecule,-1.106813383,7.577305756,-8.880543003,4.81E-07,2.85E-05,6.481596666
381410,Zfp408,zinc finger protein 408,-1.128960923,5.089471503,-8.87002081,4.88E-07,2.87E-05,6.524048043
13614,Edn1,endothelin 1,2.065643093,2.255326953,8.868228425,4.89E-07,2.87E-05,6.689853054
225207,Zfp521,zinc finger protein 521,-1.337541061,5.104370379,-9.08532565,4.99E-07,2.91E-05,6.545522541
74148,Cluh,clustered mitochondria (cluA/CLU1) homolog,1.045201024,6.576082118,8.825036197,5.18E-07,3.01E-05,6.394004468
239188,Enox1,ecto-NOX disulfide-thiol exchanger 1,-1.470987828,3.685149962,-8.806117331,5.32E-07,3.08E-05,6.577200893
17130,Smad6,SMAD family member 6,1.425778483,3.64043287,8.790786732,5.43E-07,3.13E-05,6.565570117
68184,Denr,density-regulated protein,1.140132105,4.865675254,8.78073244,5.50E-07,3.15E-05,6.430980622
19041,Ppl,periplakin,-0.993327691,6.486219362,-8.779700136,5.51E-07,3.15E-05,6.327023761
226418,Yod1,YOD1 deubiquitinase,1.372599698,4.976736453,9.00532455,5.52E-07,3.15E-05,6.463035686
68728,Trp53inp2,transformation related protein 53 inducible nuclear protein 2,-0.946176077,6.91406385,-8.767145311,5.60E-07,3.17E-05,6.310364077
234344,Naf1,nuclear assembly factor 1 ribonucleoprotein,1.082834264,5.066070425,8.765753477,5.61E-07,3.17E-05,6.390628129
17858,Mx2,MX dynamin-like GTPase 2,-1.467466416,3.826147399,-8.76409483,5.62E-07,3.17E-05,6.508800194
70466,Ckap2l,cytoskeleton associated protein 2-like,2.502198658,1.784105822,8.743046703,5.78E-07,3.24E-05,6.473179558
12927,Bcar1,breast cancer anti-estrogen resistance 1,1.034953987,7.991268488,8.737151248,5.83E-07,3.26E-05,6.298930526
93672,Il24,interleukin 24,1.735463798,3.410191693,8.731551084,5.87E-07,3.27E-05,6.506488506
17725,mt-Rnr2,16S ribosomal RNA,-1.237128934,9.697058729,-8.722653219,5.94E-07,3.29E-05,6.344179446
56040,Rplp1,"ribosomal protein, large, P1",1.078602712,8.914836973,8.691189062,6.20E-07,3.42E-05,6.270410279
20289,Scx,scleraxis,-1.157253191,4.638030615,-8.670580861,6.37E-07,3.49E-05,6.294671963
20112,Rps6ka2,"ribosomal protein S6 kinase, polypeptide 2",-1.262816883,4.139581945,-8.670318746,6.38E-07,3.49E-05,6.348073348
16071,Igkc,immunoglobulin kappa constant,6.35370217,-1.367668952,9.823153324,6.43E-07,3.51E-05,5.135030339
382038,Urb2,URB2 ribosome biogenesis 2 homolog (S. cerevisiae),1.186859877,5.213079761,8.644473748,6.60E-07,3.59E-05,6.212933161
83921,Cemip2,cell migration inducing hyaluronidase 2,1.008360377,5.694727324,8.636487814,6.67E-07,3.61E-05,6.162044435
80986,Ckap2,cytoskeleton associated protein 2,1.535374354,3.536139162,8.623722421,6.79E-07,3.66E-05,6.349322277
19142,Prss12,"protease, serine 12 neurotrypsin (motopsin)",1.633112413,3.253326504,8.618229603,6.84E-07,3.66E-05,6.361765207
12587,Mia,melanoma inhibitory activity,1.239141054,4.291154846,8.612621669,6.89E-07,3.66E-05,6.260194206
140703,Emid1,EMI domain containing 1,1.17817085,7.0771681,8.842222392,6.92E-07,3.66E-05,6.144544297
66970,Ssbp2,single-stranded DNA binding protein 2,-1.009346705,6.136313933,-8.608608435,6.93E-07,3.66E-05,6.09432407
634731,Susd1,sushi domain containing 1,5.161482914,-2.757321177,8.60841694,6.93E-07,3.66E-05,5.0880196
286940,Flnb,"filamin, beta",-0.994113779,7.451480273,-8.607447787,6.94E-07,3.66E-05,6.098427215
19285,Cavin1,caveolae associated 1,-1.12126652,9.385770617,-8.600482777,7.01E-07,3.68E-05,6.162289655
68048,Aen,apoptosis enhancing nuclease,1.22997263,4.709566436,8.572861118,7.28E-07,3.81E-05,6.161073348
241556,Tspan18,tetraspanin 18,1.046497751,5.57996661,8.549410322,7.51E-07,3.92E-05,6.048539994
192198,Lrrc4,leucine rich repeat containing 4,1.822742013,2.725649151,8.545076106,7.56E-07,3.93E-05,6.283465713
269261,Rpl12,ribosomal protein L12,1.032983478,8.836561225,8.536462674,7.65E-07,3.96E-05,6.050987637
51793,Ddah2,dimethylarginine dimethylaminohydrolase 2,-1.100518373,4.631791916,-8.532441712,7.69E-07,3.96E-05,6.102310665
20442,St3gal1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",1.146750479,6.657776329,8.729713356,7.71E-07,3.96E-05,6.023773434
26457,Slc27a1,"solute carrier family 27 (fatty acid transporter), member 1",1.445487471,3.592596406,8.526564357,7.75E-07,3.97E-05,6.210759623
20444,St3gal2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",-1.026999287,5.449681178,-8.522735611,7.79E-07,3.98E-05,6.010024201
30877,Gnl3,guanine nucleotide binding protein-like 3 (nucleolar),1.043197714,7.137009729,8.518959192,7.83E-07,3.98E-05,5.970180717
14235,Foxm1,forkhead box M1,1.646911413,3.240530566,8.500631494,8.03E-07,4.07E-05,6.203090347
100042480,Nhsl2,NHS-like 2,-1.230226856,6.855262412,-9.026801572,8.31E-07,4.19E-05,6.010015147
14219,Ccn2,cellular communication network factor 2,2.055295454,10.73742459,10.65472387,8.40E-07,4.22E-05,6.348818981
100502698,Rubcn,"RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein",-1.057417955,5.374643849,-8.466089075,8.42E-07,4.22E-05,5.936426252
52276,Cdca8,cell division cycle associated 8,2.59772087,1.632374772,8.463175862,8.45E-07,4.22E-05,6.09897217
93694,Clec2d,"C-type lectin domain family 2, member d",-1.228367191,5.644711278,-8.795618443,8.55E-07,4.26E-05,5.971052028
18795,Plcb1,"phospholipase C, beta 1",-1.093422433,7.009407677,-8.568513849,8.62E-07,4.27E-05,5.890167518
57741,Noc2l,NOC2 like nucleolar associated transcriptional repressor,1.094366764,5.427022814,8.439767709,8.73E-07,4.31E-05,5.905934052
13386,Dlk1,delta like non-canonical Notch ligand 1,2.744715935,0.948456959,8.433851733,8.80E-07,4.33E-05,5.927390972
110253,Triobp,TRIO and F-actin binding protein,-0.96855106,6.814920809,-8.418860684,8.98E-07,4.41E-05,5.819773288
22776,Zim1,"zinc finger, imprinted 1",-2.131866748,1.803552764,-8.41605302,9.02E-07,4.41E-05,6.082564625
27966,Rrp9,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein",1.146826691,5.003320188,8.410865956,9.08E-07,4.43E-05,5.901883709
75767,Rab11fip1,RAB11 family interacting protein 1 (class I),1.392741745,3.78181235,8.395873237,9.27E-07,4.50E-05,6.012460616
215210,Tmem120a,transmembrane protein 120A,1.131531505,4.787620166,8.388230465,9.37E-07,4.54E-05,5.89088898
19889,Rp2,retinitis pigmentosa 2 homolog,-1.096964197,5.055262437,-8.379582914,9.48E-07,4.58E-05,5.842533002
56419,Diaph3,diaphanous related formin 3,2.406490741,2.311540623,8.554910246,9.64E-07,4.62E-05,6.05769361
67134,Nop56,NOP56 ribonucleoprotein,1.010416687,6.745448492,8.365268941,9.67E-07,4.62E-05,5.746995654
329738,Aknad1,AKNA domain containing 1,-3.575537243,0.621047862,-8.475876256,9.67E-07,4.62E-05,5.723650751
21877,Tk1,thymidine kinase 1,2.177895327,1.978496686,8.360242866,9.74E-07,4.64E-05,6.014983613
107094,Rrp12,ribosomal RNA processing 12 homolog,1.7183357,5.713421433,10.32824806,9.86E-07,4.68E-05,6.105832445
12615,Cenpa,centromere protein A,2.28946155,1.61928352,8.346828257,9.92E-07,4.69E-05,5.959977749
320311,Rnf152,ring finger protein 152,-2.006608357,2.749439738,-8.458123005,9.99E-07,4.70E-05,6.023311229
110109,Nop2,NOP2 nucleolar protein,1.036168263,5.798067111,8.338372137,1.00E-06,4.70E-05,5.734155751
268697,Ccnb1,cyclin B1,2.739874012,1.293173849,8.337841236,1.00E-06,4.70E-05,5.880976158
21664,Phlda1,"pleckstrin homology like domain, family A, member 1",1.082564037,6.59435992,8.448493177,1.01E-06,4.71E-05,5.725085427
270110,Irf2bp2,interferon regulatory factor 2 binding protein 2,0.946844604,7.641413922,8.332379897,1.01E-06,4.71E-05,5.715792384
54189,Rabep1,"rabaptin, RAB GTPase binding effector protein 1",-0.916946793,6.268165757,-8.328311873,1.02E-06,4.72E-05,5.692002434
74107,Cep55,centrosomal protein 55,2.712413807,1.084030439,8.318617586,1.03E-06,4.77E-05,5.818275009
81840,Sorcs2,sortilin-related VPS10 domain containing receptor 2,0.948741323,6.420847606,8.316118641,1.04E-06,4.77E-05,5.676966685
13511,Dsg2,desmoglein 2,-0.89510438,6.951674357,-8.312163428,1.04E-06,4.78E-05,5.66755867
238330,Irf2bpl,interferon regulatory factor 2 binding protein-like,0.91350201,7.526570887,8.298344553,1.06E-06,4.86E-05,5.663157867
12558,Cdh2,cadherin 2,-0.962222887,5.459380624,-8.290000976,1.07E-06,4.90E-05,5.676282957
20324,Cavin2,caveolae associated 2,-1.096902157,7.387476927,-8.408275216,1.10E-06,4.97E-05,5.652465009
93689,Lmod1,leiomodin 1 (smooth muscle),-1.116439862,8.252886914,-8.36831437,1.10E-06,4.97E-05,5.673534503
75991,Slain2,"SLAIN motif family, member 2",-0.929269286,6.682802332,-8.271057844,1.10E-06,4.98E-05,5.606563869
217578,Baz1a,bromodomain adjacent to zinc finger domain 1A,1.35780548,6.835827339,9.381538245,1.11E-06,4.98E-05,5.823080839
216877,Dhx33,DEAH (Asp-Glu-Ala-His) box polypeptide 33,1.086490024,5.508936411,8.265674727,1.11E-06,4.99E-05,5.650546852
54392,Ncapg,"non-SMC condensin I complex, subunit G",2.65813778,1.265806935,8.262783013,1.12E-06,4.99E-05,5.786128591
19281,Ptprt,"protein tyrosine phosphatase, receptor type, T",1.986883962,2.856759189,8.391478781,1.12E-06,5.00E-05,5.912810221
20515,Slc20a1,"solute carrier family 20, member 1",1.06599951,6.923401424,8.356085363,1.13E-06,5.02E-05,5.610641236
69288,Rhobtb1,Rho-related BTB domain containing 1,-1.817643779,3.555188355,-8.750301833,1.13E-06,5.02E-05,5.911582627
53860,Septin9,septin 9,0.8957969,6.376492171,8.247968888,1.14E-06,5.03E-05,5.578506407
17279,Melk,maternal embryonic leucine zipper kinase,3.398622661,0.697007886,8.228285419,1.18E-06,5.18E-05,5.561614386
13052,Cxadr,coxsackie virus and adenovirus receptor,1.052306692,8.114593491,8.222741382,1.18E-06,5.18E-05,5.574537389
28114,Nsun2,NOL1/NOP2/Sun domain family member 2,0.999332677,5.917622379,8.218818566,1.19E-06,5.19E-05,5.554059868
99512,Wdr47,WD repeat domain 47,-1.099512786,5.004740296,-8.215565461,1.19E-06,5.20E-05,5.612392393
230734,Yrdc,yrdC domain containing (E.coli),1.04664572,5.534401823,8.200956923,1.22E-06,5.29E-05,5.554070085
15939,Ier5,immediate early response 5,0.983728261,7.830403342,8.196033596,1.22E-06,5.31E-05,5.5252808
235041,Kank2,KN motif and ankyrin repeat domains 2,-0.913563974,6.479061819,-8.172309069,1.27E-06,5.44E-05,5.46348238
56200,Ddx21,DExD box helicase 21,1.044826645,7.830212381,8.171676494,1.27E-06,5.44E-05,5.490266562
666048,Trabd2b,TraB domain containing 2B,-0.88179028,6.454762461,-8.171548655,1.27E-06,5.44E-05,5.462311908
20306,Ccl7,chemokine (C-C motif) ligand 7,1.282463252,5.499997334,8.701444044,1.27E-06,5.44E-05,5.625157935
231070,Insig1,insulin induced gene 1,-1.19578761,5.192507679,-8.346494722,1.27E-06,5.44E-05,5.565087895
109019,Nabp1,nucleic acid binding protein 1,-1.049414346,7.093311385,-8.26309937,1.28E-06,5.44E-05,5.4805436
12443,Ccnd1,cyclin D1,1.157971462,7.36064431,8.502900494,1.28E-06,5.45E-05,5.534768872
53310,Dlg3,discs large MAGUK scaffold protein 3,-1.003374032,5.226276941,-8.155440828,1.30E-06,5.49E-05,5.502353973
231452,Sdad1,SDA1 domain containing 1,1.198893219,5.154080903,8.282186808,1.30E-06,5.49E-05,5.546768546
59091,Jph2,junctophilin 2,-1.136856942,7.394962237,-8.436715218,1.33E-06,5.58E-05,5.487976878
241727,Snph,syntaphilin,-1.292831844,4.162638507,-8.136852587,1.33E-06,5.58E-05,5.595973078
231440,Parm1,prostate androgen-regulated mucin-like protein 1,1.55177079,3.498724868,8.135641588,1.33E-06,5.58E-05,5.674701825
21771,Utp4,UTP4 small subunit processome component,0.99620729,5.648582192,8.133321228,1.34E-06,5.58E-05,5.446166549
70333,Cd3eap,"CD3E antigen, epsilon polypeptide associated protein",1.384642694,4.014542279,8.114649723,1.37E-06,5.71E-05,5.590743233
67949,Nifk,nucleolar protein interacting with the FHA domain of MKI67,1.228482703,5.391627068,8.425803323,1.38E-06,5.72E-05,5.50458391
110784,Nr3c2,"nuclear receptor subfamily 3, group C, member 2",-1.038481783,5.187711587,-8.102007553,1.40E-06,5.78E-05,5.428700664
235442,Rab8b,"RAB8B, member RAS oncogene family",1.011096429,6.452122431,8.099745656,1.40E-06,5.78E-05,5.363161166
74375,Gcc1,golgi coiled coil 1,-0.968618538,8.499334504,-8.082721107,1.44E-06,5.90E-05,5.384986485
26903,Dysf,dysferlin,-0.963315011,6.492881212,-8.081794933,1.44E-06,5.90E-05,5.33133937
12142,Prdm1,"PR domain containing 1, with ZNF domain",1.533229819,6.92885592,9.896363821,1.45E-06,5.91E-05,5.668884411
20810,Srm,spermidine synthase,1.102510318,6.049922834,8.249509936,1.46E-06,5.94E-05,5.37453244
64009,Syne1,"spectrin repeat containing, nuclear envelope 1",-0.966811364,6.033890993,-8.067364583,1.47E-06,5.97E-05,5.319505849
244421,Lonrf1,LON peptidase N-terminal domain and ring finger 1,1.290864946,4.165756866,8.061900466,1.48E-06,6.00E-05,5.495991706
14264,Fmod,fibromodulin,1.078381553,9.577510486,8.05952535,1.48E-06,6.00E-05,5.397749586
11512,Adcy6,adenylate cyclase 6,-0.890695727,6.999133822,-8.051229064,1.50E-06,6.05E-05,5.288119328
108888,Atad3a,"ATPase family, AAA domain containing 3A",1.165784145,5.088344011,8.142412104,1.51E-06,6.06E-05,5.392272933
244654,Mtss2,MTSS I-BAR domain containing 2,-0.952170425,6.935088466,-8.032821431,1.54E-06,6.18E-05,5.260650441
328417,Parp4,"poly (ADP-ribose) polymerase family, member 4",-1.050903683,5.026457157,-8.028327279,1.55E-06,6.20E-05,5.336789332
16881,Lig1,"ligase I, DNA, ATP-dependent",1.280213604,3.819264295,8.022392535,1.56E-06,6.21E-05,5.476167263
94187,Zfp423,zinc finger protein 423,1.182114818,4.105589321,8.021626618,1.57E-06,6.21E-05,5.441800962
242669,Azin2,antizyme inhibitor 2,-1.523883095,4.404035384,-8.694892973,1.57E-06,6.21E-05,5.530233969
117198,Ivns1abp,influenza virus NS1A binding protein,1.19091247,7.416595233,8.553216394,1.57E-06,6.21E-05,5.368182925
224139,Golgb1,"golgi autoantigen, golgin subfamily b, macrogolgin 1",-0.880639921,6.353158965,-8.0062956,1.60E-06,6.31E-05,5.22077808
22057,Tob1,transducer of ErbB-2.1,-1.016825113,7.773534355,-8.00344858,1.61E-06,6.32E-05,5.239232615
97130,C77080,expressed sequence C77080,-0.954500364,6.014636046,-8.001341255,1.61E-06,6.32E-05,5.222718611
30059,Timm10,translocase of inner mitochondrial membrane 10,1.583965687,2.825709092,7.993189108,1.63E-06,6.37E-05,5.52079872
102920,Cenpi,centromere protein I,1.996338246,1.95188375,7.990043526,1.64E-06,6.39E-05,5.521812223
20133,Rrm1,ribonucleotide reductase M1,0.919964231,5.459981883,7.983874452,1.65E-06,6.42E-05,5.238595763
65963,Tmem176b,transmembrane protein 176B,0.957399432,8.770870831,7.977098827,1.67E-06,6.47E-05,5.241975066
18260,Ocln,occludin,3.437240563,0.085361177,7.974801388,1.67E-06,6.47E-05,5.079100436
15331,Hmgn2,high mobility group nucleosomal binding domain 2,1.061104563,4.788342264,7.971061094,1.68E-06,6.48E-05,5.286407963
217995,Heatr1,HEAT repeat containing 1,1.139570638,5.03874921,8.014519116,1.69E-06,6.48E-05,5.268894409
319530,Zfp750,zinc finger protein 750,4.105400517,-0.266665424,7.968704575,1.69E-06,6.48E-05,4.864774835
78834,Zfp623,zinc finger protein 623,1.453193995,3.559448957,7.966897214,1.69E-06,6.48E-05,5.425663327
69540,Klk10,kallikrein related-peptidase 10,5.046873404,-2.006746791,8.128839065,1.71E-06,6.50E-05,4.529510805
68147,Gar1,GAR1 ribonucleoprotein,1.409006465,3.98841091,8.031810346,1.71E-06,6.50E-05,5.383790157
13448,Dok1,docking protein 1,1.063391173,4.634625873,7.958360033,1.71E-06,6.50E-05,5.285270609
22033,Traf5,TNF receptor-associated factor 5,-1.046089034,4.753685274,-7.950166267,1.73E-06,6.55E-05,5.251350781
23921,Sh2b2,SH2B adaptor protein 2,1.483724325,3.090300281,7.946293104,1.74E-06,6.55E-05,5.436463094
234258,Neil3,nei like 3 (E. coli),3.224697137,0.611268213,7.944892834,1.75E-06,6.55E-05,5.214697684
100502766,Kifc1,kinesin family member C1,2.842477003,1.161147654,7.94404748,1.75E-06,6.55E-05,5.352417868
72948,Tppp,tubulin polymerization promoting protein,-1.046236633,5.685510436,-8.015712506,1.75E-06,6.55E-05,5.17183403
226641,Atf6,activating transcription factor 6,0.927406496,6.584769271,7.938098823,1.76E-06,6.58E-05,5.122318753
20419,Shcbp1,Shc SH2-domain binding protein 1,3.384113679,0.353195524,7.93707215,1.77E-06,6.58E-05,5.122290657
59028,Rcl1,RNA terminal phosphate cyclase-like 1,1.899255559,3.928703583,9.051499873,1.78E-06,6.59E-05,5.537326155
13650,Rhbdf1,rhomboid 5 homolog 1,0.966185114,6.409133243,7.928652967,1.79E-06,6.63E-05,5.110367429
15469,Prmt1,protein arginine N-methyltransferase 1,0.986863523,7.058268729,7.926537398,1.79E-06,6.63E-05,5.108762778
24014,Rnasel,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)",2.538912165,1.064334256,7.921957765,1.81E-06,6.64E-05,5.322198495
216188,Aldh1l2,"aldehyde dehydrogenase 1 family, member L2",1.27443309,3.894490215,7.921861434,1.81E-06,6.64E-05,5.322074707
15904,Id4,inhibitor of DNA binding 4,1.035244607,6.410529562,8.023554966,1.86E-06,6.80E-05,5.100460358
22224,Usp10,ubiquitin specific peptidase 10,0.982614897,6.442092749,7.897118251,1.87E-06,6.84E-05,5.063184919
319482,9530053A07Rik,RIKEN cDNA 9530053A07 gene,-1.719477622,2.631099421,-7.895515962,1.88E-06,6.84E-05,5.389017345
69008,Cab39l,calcium binding protein 39-like,-0.934807888,5.216066094,-7.893098717,1.88E-06,6.85E-05,5.11629061
234094,Arhgef10,Rho guanine nucleotide exchange factor (GEF) 10,-1.121525149,7.007672839,-8.282792682,1.89E-06,6.85E-05,5.138670253
53619,Blcap,bladder cancer associated protein,1.114369027,5.249360477,7.978289502,1.89E-06,6.86E-05,5.140000472
21969,Top1,topoisomerase (DNA) I,1.006695779,8.112651274,7.868243526,1.95E-06,7.02E-05,5.05304444
243385,Gprin3,GPRIN family member 3,-1.759801018,2.748213883,-7.8664519,1.96E-06,7.02E-05,5.34231168
69656,Pir,pirin,-2.226460319,2.020503261,-7.936390251,1.96E-06,7.02E-05,5.364125376
14181,Fgfbp1,fibroblast growth factor binding protein 1,-2.288516868,1.361882347,-7.862473188,1.97E-06,7.02E-05,5.306673526
71780,Isyna1,myo-inositol 1-phosphate synthase A1,0.968445304,5.660548136,7.861655199,1.97E-06,7.02E-05,5.043537941
114715,Spred1,"sprouty protein with EVH-1 domain 1, related sequence",0.938522735,6.704198021,7.861553419,1.97E-06,7.02E-05,5.008233071
